Rule   (Support, Confidence) 
being,its -> 3  (1.1212%, 100%)
being,pacifier -> 3  (1.1212%, 100%)
better,problem -> 3  (1.1212%, 100%)
better,size -> 3  (1.1212%, 100%)
better,son -> 3  (1.1212%, 100%)
better,think -> 3  (1.1212%, 100%)
big,there -> 3  (1.1212%, 100%)
bit,doesnt -> 3  (1.1212%, 100%)
bit,small -> 3  (1.1212%, 100%)
bit,work -> 3  (1.1212%, 100%)
bought,buy -> 3  (1.1212%, 100%)
bought,idea -> 3  (1.1212%, 100%)
bought,month -> 3  (1.1212%, 100%)
bought,used -> 3  (1.1212%, 100%)
br,cant -> 3  (1.1212%, 100%)
br,think -> 3  (1.1212%, 100%)
br,try -> 3  (1.1212%, 100%)
color,not -> 3  (1.1212%, 100%)
come,not -> 3  (1.1212%, 100%)
comes,its -> 3  (1.1212%, 100%)
couldnt,not -> 3  (1.1212%, 100%)
cover,like -> 3  (1.1212%, 100%)
cute,made -> 3  (1.1212%, 100%)
218530709 -> 3  (1.0512%, 100%)
364133280 -> 3  (1.0512%, 100%)
986016545 -> 3  (1.0512%, 100%)
arent -> 3  (1.0512%, 100%)
base -> 3  (1.0512%, 100%)
bed -> 3  (1.0512%, 100%)
cloth -> 3  (1.0512%, 100%)
cups -> 3  (1.0512%, 100%)
decent -> 3  (1.0512%, 100%)
excited -> 3  (1.0512%, 100%)
fan -> 3  (1.0512%, 100%)
feet -> 3  (1.0512%, 100%)
it -> 3  (1.0512%, 100%)
keeps -> 3  (1.0512%, 100%)
kept -> 3  (1.0512%, 100%)
loose -> 3  (1.0512%, 100%)
n -> 3  (1.0512%, 100%)
opened -> 3  (1.0512%, 100%)
packaging -> 3  (1.0512%, 100%)
pain -> 3  (1.0512%, 100%)
pieces -> 3  (1.0512%, 100%)
problems -> 3  (1.0512%, 100%)
remove -> 3  (1.0512%, 100%)
review -> 3  (1.0512%, 100%)
sucking -> 3  (1.0512%, 100%)
trouble -> 3  (1.0512%, 100%)
usually -> 3  (1.0512%, 100%)
weight -> 3  (1.0512%, 100%)
working -> 3  (1.0512%, 100%)
246038397,like -> 3  (1.0512%, 100%)
246038397,pacifier -> 3  (1.0512%, 100%)
572944212,cute -> 3  (1.0512%, 100%)
baby,bag -> 3  (1.0512%, 100%)
baby,child -> 3  (1.0512%, 100%)
baby,go -> 3  (1.0512%, 100%)
baby,i -> 3  (1.0512%, 100%)
baby,kind -> 3  (1.0512%, 100%)
baby,newborn -> 3  (1.0512%, 100%)
baby,nuk -> 3  (1.0512%, 100%)
baby,place -> 3  (1.0512%, 100%)
baby,shower -> 3  (1.0512%, 100%)
baby,the -> 3  (1.0512%, 100%)
baby,unfortunately -> 3  (1.0512%, 100%)
babys,its -> 3  (1.0512%, 100%)
bad,its -> 3  (1.0512%, 100%)
bag,pacifiers -> 3  (1.0512%, 100%)
best,not -> 3  (1.0512%, 100%)
better,easy -> 3  (1.0512%, 100%)
better,love -> 3  (1.0512%, 100%)
better,ones -> 3  (1.0512%, 100%)
better,price -> 3  (1.0512%, 100%)
big,months -> 3  (1.0512%, 100%)
big,mouth -> 3  (1.0512%, 100%)
big,size -> 3  (1.0512%, 100%)
bit,pacifiers -> 3  (1.0512%, 100%)
bought,easy -> 3  (1.0512%, 100%)
bought,made -> 3  (1.0512%, 100%)
bought,stay -> 3  (1.0512%, 100%)
bought,take -> 3  (1.0512%, 100%)
bought,thought -> 3  (1.0512%, 100%)
boy,pink -> 3  (1.0512%, 100%)
br,cute -> 3  (1.0512%, 100%)
br,makes -> 3  (1.0512%, 100%)
br,mouth -> 3  (1.0512%, 100%)
br,pacifiers -> 3  (1.0512%, 100%)
br,problem -> 3  (1.0512%, 100%)
br,see -> 3  (1.0512%, 100%)
buy,more -> 3  (1.0512%, 100%)
buy,old -> 3  (1.0512%, 100%)
buying,like -> 3  (1.0512%, 100%)
came,pacifier -> 3  (1.0512%, 100%)
cant,cute -> 3  (1.0512%, 100%)
cant,work -> 3  (1.0512%, 100%)
child,pacifier -> 3  (1.0512%, 100%)
colors,like -> 3  (1.0512%, 100%)
colors,not -> 3  (1.0512%, 100%)
come,its -> 3  (1.0512%, 100%)
come,pacifier -> 3  (1.0512%, 100%)
cute,hold -> 3  (1.0512%, 100%)
