Rule   (Support, Confidence) 
loud -> 5  (1.0479%, 100%)
low -> 5  (1.0479%, 100%)
meat -> 5  (1.0479%, 100%)
microwavebr -> 5  (1.0479%, 100%)
models -> 5  (1.0479%, 100%)
mounting -> 5  (1.0479%, 100%)
performs -> 5  (1.0479%, 100%)
potatoes -> 5  (1.0479%, 100%)
prep -> 5  (1.0479%, 100%)
required -> 5  (1.0479%, 100%)
reviewers -> 5  (1.0479%, 100%)
runs -> 5  (1.0479%, 100%)
sanded -> 5  (1.0479%, 100%)
save -> 5  (1.0479%, 100%)
saves -> 5  (1.0479%, 100%)
simply -> 5  (1.0479%, 100%)
sits -> 5  (1.0479%, 100%)
smooth -> 5  (1.0479%, 100%)
sometimes -> 5  (1.0479%, 100%)
spacemaker -> 5  (1.0479%, 100%)
specific -> 5  (1.0479%, 100%)
spot -> 5  (1.0479%, 100%)
stand -> 5  (1.0479%, 100%)
store -> 5  (1.0479%, 100%)
surface -> 5  (1.0479%, 100%)
taking -> 5  (1.0479%, 100%)
theres -> 5  (1.0479%, 100%)
toaster -> 5  (1.0479%, 100%)
turning -> 5  (1.0479%, 100%)
units -> 5  (1.0479%, 100%)
uses -> 5  (1.0479%, 100%)
venting -> 5  (1.0479%, 100%)
week -> 5  (1.0479%, 100%)
weve -> 5  (1.0479%, 100%)
wish -> 5  (1.0479%, 100%)
worried -> 5  (1.0479%, 100%)
wouldnt -> 5  (1.0479%, 100%)
yes -> 5  (1.0479%, 100%)
sanded -> 523301568  (1.0479%, 100%)
away -> microwave  (1.0479%, 87.5%)
bells -> microwave  (1.0479%, 87.5%)
hit -> button  (1.0479%, 87.5%)
clock -> microwave  (1.0479%, 87.5%)
cu -> ft  (1.0479%, 100%)
cu -> microwave  (1.0479%, 100%)
danby -> microwave  (1.0479%, 87.5%)
dishes -> microwave  (1.0479%, 100%)
display -> microwave  (1.0479%, 87.5%)
else -> microwave  (1.0479%, 87.5%)
especially -> kitchen  (1.0479%, 87.5%)
especially -> microwave  (1.0479%, 87.5%)
faster -> microwave  (1.0479%, 100%)
four -> microwave  (1.0479%, 100%)
give -> microwave  (1.0479%, 87.5%)
holds -> microwave  (1.0479%, 100%)
hours -> microwave  (1.0479%, 100%)
specific -> its  (1.0479%, 100%)
key -> microwave  (1.0479%, 87.5%)
kit -> microwave  (1.0479%, 87.5%)
wide -> like  (1.0479%, 87.5%)
lots -> microwave  (1.0479%, 100%)
match -> microwave  (1.0479%, 87.5%)
models -> microwave  (1.0479%, 100%)
multiple -> microwave  (1.0479%, 87.5%)
paper -> microwave  (1.0479%, 87.5%)
performance -> microwave  (1.0479%, 87.5%)
sits -> microwave  (1.0479%, 100%)
so -> microwave  (1.0479%, 87.5%)
spacemaker -> microwave  (1.0479%, 100%)
store -> microwave  (1.0479%, 100%)
stuff -> microwave  (1.0479%, 87.5%)
taking -> microwave  (1.0479%, 100%)
toaster -> microwave  (1.0479%, 100%)
units -> microwave  (1.0479%, 100%)
usually -> microwave  (1.0479%, 87.5%)
wasnt -> microwave  (1.0479%, 87.5%)
weight -> microwave  (1.0479%, 87.5%)
whistles -> microwave  (1.0479%, 87.5%)
wouldnt -> microwave  (1.0479%, 100%)
yes -> microwave  (1.0479%, 100%)
youll -> microwave  (1.0479%, 87.5%)
sanded -> paint  (1.0479%, 100%)
wide -> there  (1.0479%, 87.5%)
109226352,dont -> 5  (1.0479%, 100%)
109226352,large -> 5  (1.0479%, 100%)
109226352,like -> 5  (1.0479%, 100%)
109226352,microwaves -> 5  (1.0479%, 100%)
109226352,controls -> microwave  (1.0479%, 87.5%)
109226352,fits -> corner  (1.0479%, 87.5%)
109226352,dont -> microwave  (1.0479%, 100%)
109226352,fit -> microwave  (1.0479%, 87.5%)
109226352,fits -> microwave  (1.0479%, 87.5%)
109226352,large -> microwave  (1.0479%, 100%)
109226352,like -> microwave  (1.0479%, 100%)
109226352,room -> microwave  (1.0479%, 87.5%)
295520151,counter -> 5  (1.0479%, 100%)
295520151,go -> 5  (1.0479%, 100%)
295520151,installed -> 5  (1.0479%, 100%)
295520151,its -> 5  (1.0479%, 100%)
295520151,purchase -> 5  (1.0479%, 100%)
295520151,time -> 5  (1.0479%, 100%)
295520151,counter -> microwave  (1.0479%, 100%)
