Rule   (Support, Confidence) 
attention -> 1  (1.0067%, 100%)
base -> 1  (1.0067%, 100%)
bc -> 1  (1.0067%, 100%)
bed -> 1  (1.0067%, 100%)
body -> 1  (1.0067%, 100%)
boys -> 1  (1.0067%, 100%)
break -> 1  (1.0067%, 100%)
cause -> 1  (1.0067%, 100%)
concept -> 1  (1.0067%, 100%)
cool -> 1  (1.0067%, 100%)
crazy -> 1  (1.0067%, 100%)
crying -> 1  (1.0067%, 100%)
dry -> 1  (1.0067%, 100%)
fact -> 1  (1.0067%, 100%)
fan -> 1  (1.0067%, 100%)
free -> 1  (1.0067%, 100%)
highly -> 1  (1.0067%, 100%)
larger -> 1  (1.0067%, 100%)
left -> 1  (1.0067%, 100%)
market -> 1  (1.0067%, 100%)
means -> 1  (1.0067%, 100%)
missing -> 1  (1.0067%, 100%)
mom -> 1  (1.0067%, 100%)
name -> 1  (1.0067%, 100%)
newborns -> 1  (1.0067%, 100%)
nuk -> 1  (1.0067%, 100%)
obviously -> 1  (1.0067%, 100%)
ordering -> 1  (1.0067%, 100%)
realized -> 1  (1.0067%, 100%)
remove -> 1  (1.0067%, 100%)
screen -> 1  (1.0067%, 100%)
sewn -> 1  (1.0067%, 100%)
sometimes -> 1  (1.0067%, 100%)
stuffed -> 1  (1.0067%, 100%)
style -> 1  (1.0067%, 100%)
sucking -> 1  (1.0067%, 100%)
sucks -> 1  (1.0067%, 100%)
suggest -> 1  (1.0067%, 100%)
understand -> 1  (1.0067%, 100%)
warning -> 1  (1.0067%, 100%)
which -> 1  (1.0067%, 100%)
white -> 1  (1.0067%, 100%)
amazon,im -> 1  (1.0067%, 100%)
amazon,reviews -> 1  (1.0067%, 100%)
away,bought -> 1  (1.0067%, 100%)
away,money -> 1  (1.0067%, 100%)
away,put -> 1  (1.0067%, 100%)
baby,bad -> 1  (1.0067%, 100%)
baby,clean -> 1  (1.0067%, 100%)
baby,gave -> 1  (1.0067%, 100%)
baby,gift -> 1  (1.0067%, 100%)
baby,help -> 1  (1.0067%, 100%)
baby,liked -> 1  (1.0067%, 100%)
baby,minutes -> 1  (1.0067%, 100%)
baby,new -> 1  (1.0067%, 100%)
baby,opened -> 1  (1.0067%, 100%)
babys,mouth -> 1  (1.0067%, 100%)
better,buy -> 1  (1.0067%, 100%)
better,pacifiers -> 1  (1.0067%, 100%)
better,son -> 1  (1.0067%, 100%)
better,time -> 1  (1.0067%, 100%)
better,used -> 1  (1.0067%, 100%)
better,way -> 1  (1.0067%, 100%)
better,work -> 1  (1.0067%, 100%)
big,way -> 1  (1.0067%, 100%)
blue,pacifiers -> 1  (1.0067%, 100%)
blue,pink -> 1  (1.0067%, 100%)
bottle,bought -> 1  (1.0067%, 100%)
bottom,reviews -> 1  (1.0067%, 100%)
bought,made -> 1  (1.0067%, 100%)
bought,see -> 1  (1.0067%, 100%)
bought,used -> 1  (1.0067%, 100%)
box,its -> 1  (1.0067%, 100%)
boy,colors -> 1  (1.0067%, 100%)
br,doesnt -> 1  (1.0067%, 100%)
br,go -> 1  (1.0067%, 100%)
br,going -> 1  (1.0067%, 100%)
br,item -> 1  (1.0067%, 100%)
br,months -> 1  (1.0067%, 100%)
br,pacifiers -> 1  (1.0067%, 100%)
br,purchased -> 1  (1.0067%, 100%)
br,return -> 1  (1.0067%, 100%)
br,same -> 1  (1.0067%, 100%)
br,small -> 1  (1.0067%, 100%)
buy,different -> 1  (1.0067%, 100%)
buy,getting -> 1  (1.0067%, 100%)
buy,im -> 1  (1.0067%, 100%)
came,two -> 1  (1.0067%, 100%)
cant,right -> 1  (1.0067%, 100%)
cant,take -> 1  (1.0067%, 100%)
cant,two -> 1  (1.0067%, 100%)
cheap,quality -> 1  (1.0067%, 100%)
child,item -> 1  (1.0067%, 100%)
child,its -> 1  (1.0067%, 100%)
child,pacifier -> 1  (1.0067%, 100%)
