Rule   (Support, Confidence) 
needs -> 5  (1.0979%, 100%)
baby,toy -> 5  (1.0979%, 100%)
bought,product -> 5  (1.0979%, 100%)
bought,two -> 5  (1.0979%, 100%)
easy,made -> 5  (1.0979%, 100%)
easy,using -> 5  (1.0979%, 100%)
great,sleep -> 5  (1.0979%, 100%)
hold,like -> 5  (1.0979%, 100%)
goes -> 5  (1.09%, 100%)
animal,loves -> 5  (1.09%, 100%)
baby,price -> 5  (1.09%, 100%)
baby,things -> 5  (1.09%, 100%)
dont,mouth -> 5  (1.09%, 100%)
easy,nice -> 5  (1.09%, 100%)
good,more -> 5  (1.09%, 100%)
baby,worth -> 5  (1.0821%, 100%)
better,like -> 5  (1.0821%, 100%)
clean,its -> 5  (1.0821%, 100%)
daughter,perfect -> 5  (1.0821%, 100%)
didnt,pacifier -> 5  (1.0821%, 100%)
easy,seat -> 5  (1.0821%, 100%)
good,son -> 5  (1.0821%, 100%)
air -> 5  (1.0742%, 100%)
baby,crib -> 5  (1.0742%, 100%)
babys,mouth -> 5  (1.0742%, 100%)
daughter,loved -> 5  (1.0742%, 100%)
great,year -> 5  (1.0742%, 100%)
hold,old -> 5  (1.0742%, 100%)
baby,bag -> 5  (1.0663%, 100%)
baby,day -> 5  (1.0663%, 100%)
baby,sure -> 5  (1.0663%, 100%)
babys,great -> 5  (1.0663%, 100%)
best,months -> 5  (1.0663%, 100%)
big,great -> 5  (1.0663%, 100%)
bought,good -> 5  (1.0663%, 100%)
bought,recommend -> 5  (1.0663%, 100%)
br,more -> 5  (1.0663%, 100%)
cute,soft -> 5  (1.0663%, 100%)
daughter,recommend -> 5  (1.0663%, 100%)
great,ive -> 5  (1.0663%, 100%)
happy,love -> 5  (1.0663%, 100%)
keeping -> 5  (1.0584%, 100%)
worry -> 5  (1.0584%, 100%)
572944212,loves -> 5  (1.0584%, 100%)
car,easy -> 5  (1.0584%, 100%)
cute,gift -> 5  (1.0584%, 100%)
dont,old -> 5  (1.0584%, 100%)
its,made -> 5  (1.0584%, 100%)
end -> 5  (1.0505%, 100%)
smaller -> 5  (1.0505%, 100%)
big,love -> 5  (1.0505%, 100%)
br,time -> 5  (1.0505%, 100%)
buy,easy -> 5  (1.0505%, 100%)
cute,perfect -> 5  (1.0505%, 100%)
daughter,dont -> 5  (1.0505%, 100%)
daughter,put -> 5  (1.0505%, 100%)
give,love -> 5  (1.0505%, 100%)
great,wish -> 5  (1.0505%, 100%)
highly,love -> 5  (1.0505%, 100%)
chew -> 5  (1.0426%, 100%)
huge -> 5  (1.0426%, 100%)
wasnt -> 5  (1.0426%, 100%)
cute,keep -> 5  (1.0426%, 100%)
cute,more -> 5  (1.0426%, 100%)
falls -> 5  (1.0347%, 100%)
leave -> 5  (1.0347%, 100%)
natural -> 5  (1.0347%, 100%)
saver -> 5  (1.0347%, 100%)
stores -> 5  (1.0347%, 100%)
246038397,great -> 5  (1.0347%, 100%)
450475749,pacifier -> 5  (1.0347%, 100%)
animal,love -> 5  (1.0347%, 100%)
doesnt,mouth -> 5  (1.0347%, 100%)
easy,got -> 5  (1.0347%, 100%)
easy,night -> 5  (1.0347%, 100%)
great,set -> 5  (1.0347%, 100%)
hold,son -> 5  (1.0347%, 100%)
carry -> 5  (1.0268%, 100%)
problems -> 5  (1.0268%, 100%)
together -> 5  (1.0268%, 100%)
572944212,love -> 5  (1.0268%, 100%)
baby,item -> 5  (1.0268%, 100%)
baby,ive -> 5  (1.0268%, 100%)
baby,part -> 5  (1.0268%, 100%)
best,bought -> 5  (1.0268%, 100%)
car,love -> 5  (1.0268%, 100%)
daughter,keep -> 5  (1.0268%, 100%)
different,pacifier -> 5  (1.0268%, 100%)
easy,enough -> 5  (1.0268%, 100%)
easy,two -> 5  (1.0268%, 100%)
breast -> 5  (1.0189%, 100%)
392768822,love -> 5  (1.0189%, 100%)
baby,soothie -> 5  (1.0189%, 100%)
bought,loved -> 5  (1.0189%, 100%)
crib,great -> 5  (1.0189%, 100%)
daughter,good -> 5  (1.0189%, 100%)
different,love -> 5  (1.0189%, 100%)
dont,put -> 5  (1.0189%, 100%)
favorite,great -> 5  (1.0189%, 100%)
fit,love -> 5  (1.0189%, 100%)
great,lot -> 5  (1.0189%, 100%)
great,nipple -> 5  (1.0189%, 100%)
im,like -> 5  (1.0189%, 100%)
blanket -> 5  (1.011%, 100%)
quick -> 5  (1.011%, 100%)
bought,perfect -> 5  (1.011%, 100%)
animal,mouth -> 5  (1.0031%, 100%)
bought,dont -> 5  (1.0031%, 100%)
buy,pacifiers -> 5  (1.0031%, 100%)
cute,got -> 5  (1.0031%, 100%)
enough,like -> 5  (1.0031%, 100%)
give,pacifier -> 5  (1.0031%, 100%)
great,know -> 5  (1.0031%, 100%)
great,wubbanub -> 5  (1.0031%, 100%)
