Rule   (Support, Confidence) 
crying -> 2  (1.0571%, 100%)
doing -> 2  (1.0571%, 100%)
favorite -> 2  (1.0571%, 100%)
feature -> 2  (1.0571%, 100%)
friends -> 2  (1.0571%, 100%)
gate -> 2  (1.0571%, 100%)
holes -> 2  (1.0571%, 100%)
horrible -> 2  (1.0571%, 100%)
hot -> 2  (1.0571%, 100%)
interest -> 2  (1.0571%, 100%)
leave -> 2  (1.0571%, 100%)
literally -> 2  (1.0571%, 100%)
means -> 2  (1.0571%, 100%)
overpriced -> 2  (1.0571%, 100%)
pad -> 2  (1.0571%, 100%)
paid -> 2  (1.0571%, 100%)
pain -> 2  (1.0571%, 100%)
pieces -> 2  (1.0571%, 100%)
position -> 2  (1.0571%, 100%)
prefer -> 2  (1.0571%, 100%)
print -> 2  (1.0571%, 100%)
realized -> 2  (1.0571%, 100%)
screen -> 2  (1.0571%, 100%)
secure -> 2  (1.0571%, 100%)
shaped -> 2  (1.0571%, 100%)
silicone -> 2  (1.0571%, 100%)
slide -> 2  (1.0571%, 100%)
softer -> 2  (1.0571%, 100%)
sometimes -> 2  (1.0571%, 100%)
spend -> 2  (1.0571%, 100%)
sucks -> 2  (1.0571%, 100%)
thick -> 2  (1.0571%, 100%)
type -> 2  (1.0571%, 100%)
uncomfortable -> 2  (1.0571%, 100%)
understand -> 2  (1.0571%, 100%)
velcro -> 2  (1.0571%, 100%)
wall -> 2  (1.0571%, 100%)
246038397,like -> 2  (1.0571%, 100%)
572944212,pacifier -> 2  (1.0571%, 100%)
animal,baby -> 2  (1.0571%, 100%)
animal,like -> 2  (1.0571%, 100%)
babies,br -> 2  (1.0571%, 100%)
babies,take -> 2  (1.0571%, 100%)
babies,there -> 2  (1.0571%, 100%)
babies,work -> 2  (1.0571%, 100%)
baby,bag -> 2  (1.0571%, 100%)
baby,born -> 2  (1.0571%, 100%)
baby,color -> 2  (1.0571%, 100%)
baby,feel -> 2  (1.0571%, 100%)
baby,fit -> 2  (1.0571%, 100%)
baby,gift -> 2  (1.0571%, 100%)
baby,go -> 2  (1.0571%, 100%)
baby,having -> 2  (1.0571%, 100%)
baby,help -> 2  (1.0571%, 100%)
baby,idea -> 2  (1.0571%, 100%)
baby,know -> 2  (1.0571%, 100%)
baby,light -> 2  (1.0571%, 100%)
baby,loved -> 2  (1.0571%, 100%)
baby,minutes -> 2  (1.0571%, 100%)
baby,ordered -> 2  (1.0571%, 100%)
baby,poor -> 2  (1.0571%, 100%)
baby,seat -> 2  (1.0571%, 100%)
baby,see -> 2  (1.0571%, 100%)
baby,seem -> 2  (1.0571%, 100%)
baby,theyre -> 2  (1.0571%, 100%)
baby,things -> 2  (1.0571%, 100%)
baby,top -> 2  (1.0571%, 100%)
baby,waste -> 2  (1.0571%, 100%)
baby,wish -> 2  (1.0571%, 100%)
baby,wrong -> 2  (1.0571%, 100%)
babys,doesnt -> 2  (1.0571%, 100%)
babys,pacifier -> 2  (1.0571%, 100%)
bad,its -> 2  (1.0571%, 100%)
bag,came -> 2  (1.0571%, 100%)
bag,like -> 2  (1.0571%, 100%)
bag,time -> 2  (1.0571%, 100%)
better,big -> 2  (1.0571%, 100%)
better,bottom -> 2  (1.0571%, 100%)
better,enough -> 2  (1.0571%, 100%)
better,i -> 2  (1.0571%, 100%)
better,new -> 2  (1.0571%, 100%)
better,reviews -> 2  (1.0571%, 100%)
better,say -> 2  (1.0571%, 100%)
better,take -> 2  (1.0571%, 100%)
big,months -> 2  (1.0571%, 100%)
blue,pink -> 2  (1.0571%, 100%)
bottle,bottles -> 2  (1.0571%, 100%)
bought,came -> 2  (1.0571%, 100%)
bought,clean -> 2  (1.0571%, 100%)
bought,diaper -> 2  (1.0571%, 100%)
bought,go -> 2  (1.0571%, 100%)
bought,huge -> 2  (1.0571%, 100%)
bought,love -> 2  (1.0571%, 100%)
