Rule   (Support, Confidence) 
live -> 2  (1.0938%, 100%)
lock -> 2  (1.0938%, 100%)
lower -> 2  (1.0938%, 100%)
minute -> 2  (1.0938%, 100%)
models -> 2  (1.0938%, 100%)
pain -> 2  (1.0938%, 100%)
process -> 2  (1.0938%, 100%)
red -> 2  (1.0938%, 100%)
refund -> 2  (1.0938%, 100%)
replacing -> 2  (1.0938%, 100%)
save -> 2  (1.0938%, 100%)
seen -> 2  (1.0938%, 100%)
set -> 2  (1.0938%, 100%)
shiny -> 2  (1.0938%, 100%)
shorter -> 2  (1.0938%, 100%)
slide -> 2  (1.0938%, 100%)
slow -> 2  (1.0938%, 100%)
smoke -> 2  (1.0938%, 100%)
stick -> 2  (1.0938%, 100%)
target -> 2  (1.0938%, 100%)
thinking -> 2  (1.0938%, 100%)
threw -> 2  (1.0938%, 100%)
tools -> 2  (1.0938%, 100%)
touch -> 2  (1.0938%, 100%)
user -> 2  (1.0938%, 100%)
wavy -> 2  (1.0938%, 100%)
amazing -> hair  (1.0938%, 100%)
based -> dryer  (1.0938%, 87.5%)
bother -> dryer  (1.0938%, 100%)
bother -> hair  (1.0938%, 100%)
ceramic -> dryer  (1.0938%, 87.5%)
ceramic -> hair  (1.0938%, 87.5%)
comes -> dryer  (1.0938%, 87.5%)
dangerous -> hair  (1.0938%, 100%)
dead -> months  (1.0938%, 87.5%)
let -> dry  (1.0938%, 87.5%)
folding -> dryer  (1.0938%, 87.5%)
hairbr -> dryer  (1.0938%, 87.5%)
heavier -> dryer  (1.0938%, 87.5%)
leaves -> dryer  (1.0938%, 87.5%)
let -> dryer  (1.0938%, 87.5%)
limited -> dryer  (1.0938%, 100%)
luck -> dryer  (1.0938%, 87.5%)
plugged -> dryer  (1.0938%, 87.5%)
process -> dryer  (1.0938%, 100%)
room -> dryer  (1.0938%, 87.5%)
shiny -> dryer  (1.0938%, 100%)
sparking -> dryer  (1.0938%, 87.5%)
stops -> dryer  (1.0938%, 87.5%)
target -> dryer  (1.0938%, 100%)
useless -> dryer  (1.0938%, 87.5%)
wavy -> dryer  (1.0938%, 100%)
which -> dryer  (1.0938%, 87.5%)
flat -> hair  (1.0938%, 87.5%)
folding -> hair  (1.0938%, 87.5%)
hate -> hair  (1.0938%, 87.5%)
leaves -> hair  (1.0938%, 87.5%)
let -> hair  (1.0938%, 87.5%)
people -> hair  (1.0938%, 87.5%)
process -> hair  (1.0938%, 100%)
room -> hair  (1.0938%, 87.5%)
shiny -> hair  (1.0938%, 100%)
switching -> hair  (1.0938%, 87.5%)
useless -> hair  (1.0938%, 87.5%)
wavy -> hair  (1.0938%, 100%)
tools -> hot  (1.0938%, 100%)
127343313,blow -> 2  (1.0938%, 100%)
197856712,light -> 2  (1.0938%, 100%)
235105995,hair -> 2  (1.0938%, 100%)
238410319,months -> 2  (1.0938%, 100%)
443954263,dryer -> 2  (1.0938%, 100%)
443954263,hair -> 2  (1.0938%, 100%)
47684938,bought -> 2  (1.0938%, 100%)
47684938,good -> 2  (1.0938%, 100%)
47684938,returned -> 2  (1.0938%, 100%)
47684938,work -> 2  (1.0938%, 100%)
694290590,heat -> 2  (1.0938%, 100%)
694290590,its -> 2  (1.0938%, 100%)
694290590,months -> 2  (1.0938%, 100%)
694290590,two -> 2  (1.0938%, 100%)
732252283,dry -> 2  (1.0938%, 100%)
732252283,heavy -> 2  (1.0938%, 100%)
732252283,remington -> 2  (1.0938%, 100%)
758099411,better -> 2  (1.0938%, 100%)
758099411,cheap -> 2  (1.0938%, 100%)
758099411,hot -> 2  (1.0938%, 100%)
919751065,dryer -> 2  (1.0938%, 100%)
919751065,hair -> 2  (1.0938%, 100%)
955015830,cord -> 2  (1.0938%, 100%)
955015830,hair -> 2  (1.0938%, 100%)
983445543,dryer -> 2  (1.0938%, 100%)
accidentally,like -> 2  (1.0938%, 100%)
