Rule   (Support, Confidence) 
volume -> dryer  (1.1335%, 85.3933%)
watt -> dryer  (1.1335%, 84.4444%)
life -> hair  (1.1335%, 83.5165%)
127343313,hair -> 5  (1.1335%, 100%)
air,nice -> 5  (1.1335%, 100%)
better,blow -> 5  (1.1335%, 100%)
blow,lot -> 5  (1.1335%, 100%)
blow,worth -> 5  (1.1335%, 100%)
253917972 -> 5  (1.1186%, 100%)
havent -> 5  (1.1186%, 100%)
says -> 5  (1.1186%, 100%)
seem -> 5  (1.1186%, 100%)
w -> 5  (1.1186%, 100%)
238410319,hair -> 5  (1.1186%, 100%)
328811288,hair -> 5  (1.1186%, 100%)
443954263,hair -> 5  (1.1186%, 100%)
758099411,good -> 5  (1.1186%, 100%)
attachments,love -> 5  (1.1186%, 100%)
best,fast -> 5  (1.1186%, 100%)
bad -> 5  (1.1037%, 100%)
concentrator -> 5  (1.1037%, 100%)
plug -> 5  (1.1037%, 100%)
started -> 5  (1.1037%, 100%)
turn -> 5  (1.1037%, 100%)
overall -> dryer  (1.1037%, 86.0465%)
features -> hair  (1.1037%, 81.3187%)
732252283,good -> 5  (1.1037%, 100%)
air,best -> 5  (1.1037%, 100%)
air,hairdryer -> 5  (1.1037%, 100%)
blow,perfect -> 5  (1.1037%, 100%)
blows,hair -> 5  (1.1037%, 100%)
685652978 -> 5  (1.0887%, 100%)
change -> 5  (1.0887%, 100%)
free -> 5  (1.0887%, 100%)
husband -> 5  (1.0887%, 100%)
noisy -> 5  (1.0887%, 100%)
side -> 5  (1.0887%, 100%)
turbo -> 5  (1.0887%, 100%)
235105995,great -> 5  (1.0887%, 100%)
air,cord -> 5  (1.0887%, 100%)
best,cord -> 5  (1.0887%, 100%)
best,hot -> 5  (1.0887%, 100%)
motor -> 5  (1.0738%, 100%)
room -> 5  (1.0738%, 100%)
wavy -> 5  (1.0738%, 100%)
flow -> air  (1.0738%, 86.747%)
wavy -> hair  (1.0738%, 100%)
531479992,hair -> 5  (1.0738%, 100%)
732252283,its -> 5  (1.0738%, 100%)
flow -> 5,air  (1.0738%, 86.747%)
5,flow -> air  (1.0738%, 86.747%)
air,flow -> 5  (1.0738%, 100%)
air,quickly -> 5  (1.0738%, 100%)
amazon,price -> 5  (1.0738%, 100%)
best,worth -> 5  (1.0738%, 100%)
blow,gets -> 5  (1.0738%, 100%)
blow,light -> 5  (1.0738%, 100%)
counter -> 5  (1.0589%, 100%)
it -> 5  (1.0589%, 100%)
this -> 5  (1.0589%, 100%)
top -> 5  (1.0589%, 100%)
trip -> 5  (1.0589%, 100%)
blowing -> hair  (1.0589%, 84.5238%)
natural -> hair  (1.0589%, 87.6543%)
127343313,dryer -> 5  (1.0589%, 100%)
443954263,dryer -> 5  (1.0589%, 100%)
47684938,hotel -> 5  (1.0589%, 100%)
air,low -> 5  (1.0589%, 100%)
better,long -> 5  (1.0589%, 100%)
big,great -> 5  (1.0589%, 100%)
blow,i -> 5  (1.0589%, 100%)
blow,setting -> 5  (1.0589%, 100%)
blowing -> 5,hair  (1.0589%, 84.5238%)
5,blowing -> hair  (1.0589%, 84.5238%)
blowing,hair -> 5  (1.0589%, 100%)
amount -> 5  (1.044%, 100%)
damage -> 5  (1.044%, 100%)
daughters -> 5  (1.044%, 100%)
dual -> 5  (1.044%, 100%)
gives -> 5  (1.044%, 100%)
mom -> 5  (1.044%, 100%)
completely -> dryer  (1.044%, 80.4598%)
235105995,hair -> 5  (1.044%, 100%)
531479992,dryer -> 5  (1.044%, 100%)
amazon,like -> 5  (1.044%, 100%)
bathroom,wall -> 5  (1.044%, 100%)
best,far -> 5  (1.044%, 100%)
best,powerful -> 5  (1.044%, 100%)
bit,its -> 5  (1.044%, 100%)
blow,got -> 5  (1.044%, 100%)
blow,new -> 5  (1.044%, 100%)
helps -> 5  (1.0291%, 100%)
house -> 5  (1.0291%, 100%)
simple -> 5  (1.0291%, 100%)
smoother -> 5  (1.0291%, 100%)
tell -> 5  (1.0291%, 100%)
damage -> hair  (1.0291%, 98.5714%)
end -> dryer  (1.0291%, 85.1852%)
overall -> hair  (1.0291%, 80.2326%)
spend -> hair  (1.0291%, 88.4615%)
week -> hair  (1.0291%, 84.1463%)
197856712,hair -> 5  (1.0291%, 100%)
235105995,dryer -> 5  (1.0291%, 100%)
235105995,good -> 5  (1.0291%, 100%)
amazing,dry -> 5  (1.0291%, 100%)
better,dries -> 5  (1.0291%, 100%)
better,hot -> 5  (1.0291%, 100%)
blow,takes -> 5  (1.0291%, 100%)
bought,br -> 5  (1.0291%, 100%)
814216548 -> 5  (1.0142%, 100%)
868768702 -> 5  (1.0142%, 100%)
ion -> 5  (1.0142%, 100%)
lasts -> 5  (1.0142%, 100%)
broke -> dryer  (1.0142%, 85%)
week -> dryer  (1.0142%, 82.9268%)
remington -> hair  (1.0142%, 87.1795%)
stylist -> hair  (1.0142%, 87.1795%)
47684938,used -> 5  (1.0142%, 100%)
air,there -> 5  (1.0142%, 100%)
best,light -> 5  (1.0142%, 100%)
