Rule   (Support, Confidence) 
mount -> 3  (1%, 100%)
my -> 3  (1%, 100%)
picture -> 3  (1%, 100%)
piece -> 3  (1%, 100%)
quick -> 3  (1%, 100%)
red -> 3  (1%, 100%)
shipping -> 3  (1%, 100%)
similar -> 3  (1%, 100%)
skin -> 3  (1%, 100%)
stronger -> 3  (1%, 100%)
stuck -> 3  (1%, 100%)
t -> 3  (1%, 100%)
usual -> 3  (1%, 100%)
w -> 3  (1%, 100%)
amount -> dryer  (1%, 100%)
arrived -> dryer  (1%, 90.9091%)
awesome -> dryer  (1%, 90.9091%)
itbr -> br  (1%, 100%)
cons -> dryer  (1%, 83.3333%)
cons -> hair  (1%, 83.3333%)
cons -> pros  (1%, 83.3333%)
daughter -> hair  (1%, 83.3333%)
expecting -> dryer  (1%, 83.3333%)
finish -> dryer  (1%, 83.3333%)
position -> dryer  (1%, 83.3333%)
remington -> dryer  (1%, 90.9091%)
things -> dryer  (1%, 83.3333%)
traveling -> dryer  (1%, 83.3333%)
whole -> dryer  (1%, 83.3333%)
help -> hair  (1%, 83.3333%)
itbr -> hair  (1%, 100%)
my -> hair  (1%, 100%)
remington -> hair  (1%, 90.9091%)
supposed -> hair  (1%, 83.3333%)
type -> hair  (1%, 83.3333%)
usual -> hair  (1%, 100%)
mount -> wall  (1%, 100%)
197856712,bright -> 3  (1%, 100%)
197856712,hair -> 3  (1%, 100%)
197856712,its -> 3  (1%, 100%)
197856712,bright -> light  (1%, 100%)
235105995,dry -> 3  (1%, 100%)
258419037 -> 3,hair  (1%, 83.3333%)
258419037,3 -> hair  (1%, 83.3333%)
258419037,hair -> 3  (1%, 100%)
486774008,conair -> 3  (1%, 100%)
486774008,using -> 3  (1%, 100%)
685652978,dryer -> 3  (1%, 100%)
732252283,doesnt -> 3  (1%, 100%)
732252283,drying -> 3  (1%, 100%)
732252283,ive -> 3  (1%, 100%)
732252283,more -> 3  (1%, 100%)
732252283,quiet -> 3  (1%, 100%)
732252283,reviews -> 3  (1%, 100%)
758099411,good -> 3  (1%, 100%)
919751065,dryer -> 3  (1%, 100%)
air,bad -> 3  (1%, 100%)
air,lot -> 3  (1%, 100%)
air,made -> 3  (1%, 100%)
air,make -> 3  (1%, 100%)
air,makes -> 3  (1%, 100%)
