Rule   (Support, Confidence) 
dries,using -> hair  (1.1856%, 93.7931%)
dry,lot -> dryer  (1.1856%, 84.472%)
dry,make -> dryer  (1.1856%, 85%)
love,perfect -> 5  (1.1769%, 83.8509%)
best,long -> dryer  (1.1769%, 85.443%)
blow,high -> hair  (1.1769%, 84.9057%)
bought,br -> dryer  (1.1769%, 86.5385%)
cord,ive -> dryer  (1.1769%, 87.6623%)
cord,using -> hair  (1.1769%, 83.3333%)
dont,setting -> dryer  (1.1769%, 81.8182%)
dries,heat -> dryer  (1.1769%, 80.3571%)
dries,recommend -> hair  (1.1769%, 96.4286%)
best,owned -> 5  (1.1682%, 87.013%)
best,dries -> hair  (1.1682%, 93.7063%)
better,blow -> dryer  (1.1682%, 90.5405%)
bit,its -> dryer  (1.1682%, 81.7073%)
blow,setting -> dryer  (1.1682%, 87.5817%)
br,ive -> dryer  (1.1682%, 89.3333%)
cord,using -> dryer  (1.1682%, 82.716%)
doesnt,more -> hair  (1.1682%, 85.3503%)
dry,gets -> dryer  (1.1682%, 87.5817%)
5,keep -> hair  (1.1594%, 80.6061%)
blow,buy -> dryer  (1.1594%, 88.6667%)
button,heat -> hair  (1.1594%, 81.5951%)
cord,settings -> hair  (1.1594%, 82.6087%)
dont,old -> hair  (1.1594%, 87.5%)
dont,settings -> hair  (1.1594%, 89.2617%)
volume -> hair  (1.1507%, 87.4172%)
air,ive -> hair  (1.1507%, 86.8421%)
air,settings -> hair  (1.1507%, 83.0189%)
blow,nice -> dryer  (1.1507%, 92.9577%)
watt -> dryer  (1.142%, 82.3899%)
4,quickly -> hair  (1.142%, 90.9722%)
air,bought -> hair  (1.142%, 81.3665%)
air,ive -> dryer  (1.142%, 86.1842%)
blow,powerful -> dryer  (1.142%, 92.2535%)
bought,im -> dryer  (1.142%, 80.3681%)
br,cord -> hair  (1.142%, 86.755%)
br,using -> hair  (1.142%, 85.6209%)
cool,time -> hair  (1.142%, 90.3448%)
doesnt,love -> hair  (1.142%, 80.8642%)
dont,dries -> dryer  (1.142%, 86.755%)
iron -> hair  (1.1333%, 92.1986%)
5,getting -> hair  (1.1333%, 87.8378%)
best,owned -> dryer  (1.1333%, 84.4156%)
blow,quickly -> hair  (1.1333%, 92.8571%)
blow,setting -> hair  (1.1333%, 84.9673%)
bought,br -> hair  (1.1333%, 83.3333%)
bought,heat -> hair  (1.1333%, 82.8025%)
broke,hair -> dryer  (1.1333%, 88.4354%)
buy,long -> hair  (1.1333%, 86.6667%)
cool,good -> hair  (1.1333%, 80.7453%)
cord,ive -> hair  (1.1333%, 84.4156%)
didnt,im -> hair  (1.1333%, 90.2778%)
dont,thick -> hair  (1.1333%, 99.2366%)
dries,old -> dryer  (1.1333%, 86.6667%)
dry,two -> dryer  (1.1333%, 84.4156%)
looked -> dryer  (1.1246%, 80.625%)
air,product -> hair  (1.1246%, 84.3137%)
bought,drying -> hair  (1.1246%, 88.3562%)
br,using -> dryer  (1.1246%, 84.3137%)
conair,dry -> dryer  (1.1246%, 86%)
cord,hot -> dryer  (1.1246%, 83.2258%)
curly,dry -> hair  (1.1246%, 100%)
diffuser,great -> hair  (1.1246%, 88.3562%)
doesnt,im -> hair  (1.1246%, 84.3137%)
dont,high -> hair  (1.1246%, 81.1321%)
dry,way -> dryer  (1.1246%, 80.625%)
easier -> hair  (1.1159%, 80.5031%)
excellent,product -> 5  (1.1159%, 86.4865%)
air,im -> dryer  (1.1159%, 85.3333%)
br,the -> dryer  (1.1159%, 84.2105%)
br,ive -> hair  (1.1159%, 85.3333%)
doesnt,more -> dryer  (1.1159%, 81.5287%)
dry,faster -> dryer  (1.1159%, 82.0513%)
features -> dryer  (1.1071%, 80.3797%)
trying -> hair  (1.1071%, 80.3797%)
best,product -> 5  (1.1071%, 81.9355%)
5,short -> hair  (1.1071%, 87.5862%)
bought,heat -> dryer  (1.1071%, 80.8917%)
br,cord -> dryer  (1.1071%, 84.106%)
love,retractable -> cord  (1.1071%, 92.7007%)
great,home -> 5  (1.0984%, 80.2548%)
blow,quickly -> dryer  (1.0984%, 90%)
button,its -> hair  (1.0984%, 84%)
conair,old -> dryer  (1.0984%, 81.2903%)
cool,love -> hair  (1.0984%, 86.8966%)
cord,hot -> hair  (1.0984%, 81.2903%)
didnt,im -> dryer  (1.0984%, 87.5%)
dont,old -> dryer  (1.0984%, 82.8947%)
dries,using -> dryer  (1.0984%, 86.8966%)
dry,got -> dryer  (1.0984%, 86.8966%)
dry,handle -> hair  (1.0984%, 99.2126%)
believe -> dryer  (1.0897%, 80.6452%)
noticed -> hair  (1.0897%, 83.8926%)
197856712,hair -> dryer  (1.0897%, 89.2857%)
5,decided -> dryer  (1.0897%, 83.8926%)
5,decided -> hair  (1.0897%, 83.8926%)
5,drys -> hair  (1.0897%, 92.5926%)
love,minutes -> 5  (1.0897%, 88.6525%)
air,using -> hair  (1.0897%, 87.4126%)
blow,cool -> dryer  (1.0897%, 87.4126%)
br,doesnt -> hair  (1.0897%, 92.5926%)
dries,hairdryer -> hair  (1.0897%, 97.6563%)
dries,hot -> hair  (1.0897%, 93.985%)
dry,looking -> dryer  (1.0897%, 89.2857%)
4,br -> hair  (1.081%, 84.9315%)
love,quiet -> 5  (1.081%, 83.2215%)
bought,drying -> dryer  (1.081%, 84.9315%)
dont,settings -> dryer  (1.081%, 83.2215%)
dries,ive -> dryer  (1.081%, 85.5172%)
dry,easy -> dryer  (1.081%, 81.0458%)
dry,frizzy -> dryer  (1.081%, 89.8551%)
concentrator -> dryer  (1.0723%, 83.6735%)
4,old -> dryer  (1.0723%, 84.2466%)
5,cold -> hair  (1.0723%, 86.014%)
5,took -> dryer  (1.0723%, 82.5503%)
fast,product -> 5  (1.0723%, 86.014%)
5,took -> hair  (1.0723%, 82.5503%)
air,cord -> hair  (1.0723%, 83.6735%)
better,ive -> hair  (1.0723%, 85.4167%)
bit,dry -> hair  (1.0723%, 97.619%)
cool,time -> dryer  (1.0723%, 84.8276%)
cord,doesnt -> hair  (1.0723%, 82%)
didnt,good -> hair  (1.0723%, 80.3922%)
doesnt,ive -> hair  (1.0723%, 83.6735%)
dry,happy -> hair  (1.0723%, 98.4%)
attachments,great -> hair  (1.0636%, 85.9155%)
better,ive -> dryer  (1.0636%, 84.7222%)
blow,fast -> dryer  (1.0636%, 89.7059%)
cord,doesnt -> dryer  (1.0636%, 81.3333%)
doesnt,ive -> dryer  (1.0636%, 82.9932%)
dont,fine -> hair  (1.0636%, 84.1379%)
dry,light -> dryer  (1.0636%, 82.9932%)
4,br -> dryer  (1.0548%, 82.8767%)
486774008,retractable -> cord  (1.0548%, 96.8%)
air,button -> hair  (1.0548%, 85.8156%)
best,dries -> dryer  (1.0548%, 84.6154%)
best,thick -> hair  (1.0548%, 98.374%)
better,blow -> hair  (1.0548%, 81.7568%)
blow,cool -> hair  (1.0548%, 84.6154%)
button,its -> dryer  (1.0548%, 80.6667%)
cool,shot -> hair  (1.0548%, 82.3129%)
cord,drying -> hair  (1.0548%, 87.0504%)
doesnt,dries -> hair  (1.0548%, 96.0317%)
dries,im -> hair  (1.0548%, 97.5806%)
concentrator -> hair  (1.0461%, 81.6327%)
noticed -> dryer  (1.0461%, 80.5369%)
remington -> hair  (1.0461%, 86.3309%)
1,dry -> hair  (1.0461%, 93.0233%)
238410319,hair -> dryer  (1.0461%, 83.3333%)
best,dries -> 5  (1.0461%, 83.9161%)
5,difference -> hair  (1.0461%, 88.8889%)
better,long -> hair  (1.0461%, 89.5522%)
blow,nice -> hair  (1.0461%, 84.507%)
br,doesnt -> dryer  (1.0461%, 88.8889%)
buy,dryers -> hair  (1.0461%, 85.1064%)
cord,quickly -> hair  (1.0461%, 93.75%)
couple,dryer -> hair  (1.0461%, 81.6327%)
couple,hair -> dryer  (1.0461%, 83.3333%)
dries,drying -> hair  (1.0461%, 93.0233%)
damage -> hair  (1.0374%, 93.7008%)
wavy -> hair  (1.0374%, 99.1667%)
5,getting -> dryer  (1.0374%, 80.4054%)
best,bought -> dryer  (1.0374%, 81.5068%)
br,high -> hair  (1.0374%, 90.1515%)
cool,shot -> dryer  (1.0374%, 80.9524%)
design,dryer -> hair  (1.0374%, 80.4054%)
design,hair -> dryer  (1.0374%, 85.6115%)
left -> hair  (1.0287%, 82.5175%)
4,old -> hair  (1.0287%, 80.8219%)
5,being -> dryer  (1.0287%, 84.2857%)
5,cold -> dryer  (1.0287%, 82.5175%)
5,thought -> hair  (1.0287%, 81.3793%)
air,doesnt -> hair  (1.0287%, 84.2857%)
blow,minutes -> hair  (1.0287%, 93.6508%)
blow,old -> hair  (1.0287%, 80.8219%)
br,setting -> hair  (1.0287%, 88.7218%)
cool,love -> dryer  (1.0287%, 81.3793%)
days,dryer -> hair  (1.0287%, 83.0986%)
days,hair -> dryer  (1.0287%, 82.5175%)
dries,recommend -> dryer  (1.0287%, 84.2857%)
dries,settings -> hair  (1.0287%, 95.935%)
dry,low -> dryer  (1.0287%, 82.5175%)
remington -> dryer  (1.02%, 84.1727%)
waste -> money  (1.02%, 80.137%)
5,andis -> dryer  (1.02%, 85.4015%)
cool,love -> 5  (1.02%, 80.6897%)
5,hand -> dryer  (1.02%, 81.8182%)
gets,love -> 5  (1.02%, 86.0294%)
air,using -> dryer  (1.02%, 81.8182%)
best,heat -> dryer  (1.02%, 85.4015%)
bit,used -> dryer  (1.02%, 87.9699%)
blow,takes -> hair  (1.02%, 98.3193%)
completely,dryer -> hair  (1.02%, 86.0294%)
completely,hair -> dryer  (1.02%, 80.137%)
deal,dryer -> hair  (1.02%, 92.126%)
deal,hair -> dryer  (1.02%, 87.3134%)
diffuser,like -> hair  (1.02%, 88.6364%)
youre -> dryer  (1.0112%, 81.6901%)
47684938,love -> 5  (1.0112%, 89.9225%)
5,andis -> hair  (1.0112%, 84.6715%)
5,ceramic -> hair  (1.0112%, 95.082%)
5,try -> hair  (1.0112%, 81.1189%)
air,price -> hair  (1.0112%, 84.6715%)
best,heat -> hair  (1.0112%, 84.6715%)
better,hot -> hair  (1.0112%, 86.5672%)
blow,fast -> hair  (1.0112%, 85.2941%)
br,dries -> hair  (1.0112%, 97.479%)
br,setting -> dryer  (1.0112%, 87.218%)
br,there -> hair  (1.0112%, 83.4532%)
cut,dryer -> hair  (1.0112%, 91.3386%)
cut,hair -> dryer  (1.0112%, 81.1189%)
iron -> dryer  (1.0025%, 81.5603%)
5,leaves -> hair  (1.0025%, 95.0413%)
blow,easy -> dryer  (1.0025%, 88.4615%)
blow,minutes -> dryer  (1.0025%, 91.2698%)
blow,there -> dryer  (1.0025%, 89.1473%)
br,settings -> hair  (1.0025%, 89.1473%)
buy,dryers -> dryer  (1.0025%, 81.5603%)
comes,dry -> hair  (1.0025%, 98.2906%)
didnt,more -> hair  (1.0025%, 83.3333%)
doesnt,drying -> hair  (1.0025%, 92.7419%)
doesnt,using -> hair  (1.0025%, 83.9416%)
dont,thing -> hair  (1.0025%, 86.4662%)
dry,new -> dryer  (1.0025%, 90.5512%)
dry,same -> dryer  (1.0025%, 93.4959%)
dry,think -> dryer  (1.0025%, 89.1473%)
