Rule   (Support, Confidence) 
544821753,error -> microwave  (1.2376%, 83.3333%)
544821753,se -> microwave  (1.2376%, 86.9565%)
microwave,se -> 544821753  (1.2376%, 90.9091%)
amazon,day -> microwave  (1.2376%, 100%)
amazon,unit -> microwave  (1.2376%, 83.3333%)
appliance,oven -> microwave  (1.2376%, 90.9091%)
appliance,same -> microwave  (1.2376%, 83.3333%)
appliances,its -> microwave  (1.2376%, 100%)
annoying -> microwave  (1.1757%, 82.6087%)
charge -> microwave  (1.1757%, 86.3636%)
complaint -> microwave  (1.1757%, 90.4762%)
covered -> microwave  (1.1757%, 86.3636%)
liked -> microwave  (1.1757%, 90.4762%)
major -> microwave  (1.1757%, 82.6087%)
matter -> microwave  (1.1757%, 90.4762%)
obviously -> microwave  (1.1757%, 100%)
peeling -> microwave  (1.1757%, 90.4762%)
shut -> microwave  (1.1757%, 82.6087%)
which -> microwave  (1.1757%, 95%)
1,295520151 -> microwave  (1.1757%, 86.3636%)
away,stay -> 1  (1.1757%, 86.3636%)
customer,new -> 1  (1.1757%, 90.4762%)
customer,warranty -> 1  (1.1757%, 82.6087%)
died,months -> 1  (1.1757%, 86.3636%)
1,found -> microwave  (1.1757%, 86.3636%)
problems,service -> 1  (1.1757%, 82.6087%)
repair,said -> 1  (1.1757%, 90.4762%)
109226352,counter -> microwave  (1.1757%, 95%)
3,more -> microwave  (1.1757%, 82.6087%)
3,work -> microwave  (1.1757%, 95%)
4,didnt -> microwave  (1.1757%, 86.3636%)
4,features -> microwave  (1.1757%, 90.4762%)
4,using -> microwave  (1.1757%, 100%)
corner,kitchen -> 5  (1.1757%, 82.6087%)
5,couldnt -> microwave  (1.1757%, 90.4762%)
5,frozen -> microwave  (1.1757%, 100%)
large,space -> 5  (1.1757%, 82.6087%)
5,owned -> microwave  (1.1757%, 95%)
5,start -> microwave  (1.1757%, 86.3636%)
5,stove -> microwave  (1.1757%, 90.4762%)
544821753,problem -> microwave  (1.1757%, 90.4762%)
amazon,there -> microwave  (1.1757%, 86.3636%)
appliance,appliances -> microwave  (1.1757%, 82.6087%)
appliance,problem -> microwave  (1.1757%, 100%)
appliance,reviews -> microwave  (1.1757%, 90.4762%)
appliances,months -> microwave  (1.1757%, 95%)
appliances,oven -> microwave  (1.1757%, 95%)
appliances,product -> microwave  (1.1757%, 90.4762%)
appliances,there -> microwave  (1.1757%, 82.6087%)
away,like -> microwave  (1.1757%, 95%)
coats -> 523301568  (1.1139%, 100%)
check -> microwave  (1.1139%, 90%)
convenient -> microwave  (1.1139%, 94.7368%)
cu -> ft  (1.1139%, 100%)
electronics -> microwave  (1.1139%, 85.7143%)
feel -> microwave  (1.1139%, 85.7143%)
finish -> microwave  (1.1139%, 90%)
free -> microwave  (1.1139%, 94.7368%)
installing -> microwave  (1.1139%, 94.7368%)
level -> microwave  (1.1139%, 100%)
live -> microwave  (1.1139%, 81.8182%)
models -> microwave  (1.1139%, 94.7368%)
options -> microwave  (1.1139%, 81.8182%)
phone -> microwave  (1.1139%, 85.7143%)
quit -> microwave  (1.1139%, 94.7368%)
remodel -> microwave  (1.1139%, 94.7368%)
repairman -> microwave  (1.1139%, 90%)
spacemaker -> microwave  (1.1139%, 85.7143%)
technician -> microwave  (1.1139%, 85.7143%)
vegetables -> microwave  (1.1139%, 100%)
1,295520151 -> sharp  (1.1139%, 81.8182%)
544821753,problem -> 1  (1.1139%, 85.7143%)
away,service -> 1  (1.1139%, 90%)
board,microwave -> 1  (1.1139%, 81.8182%)
bought,i -> 1  (1.1139%, 81.8182%)
buy,parts -> 1  (1.1139%, 81.8182%)
customer,i -> 1  (1.1139%, 85.7143%)
1,different -> microwave  (1.1139%, 85.7143%)
1,end -> microwave  (1.1139%, 90%)
i,repair -> 1  (1.1139%, 90%)
i,warranty -> 1  (1.1139%, 81.8182%)
1,se -> microwave  (1.1139%, 81.8182%)
microwave,se -> 1  (1.1139%, 81.8182%)
1,see -> microwave  (1.1139%, 81.8182%)
1,the -> microwave  (1.1139%, 90%)
1,turntable -> microwave  (1.1139%, 94.7368%)
1,using -> microwave  (1.1139%, 85.7143%)
poor,service -> 1  (1.1139%, 81.8182%)
problems,repair -> 1  (1.1139%, 85.7143%)
2,oven -> microwave  (1.1139%, 90%)
2,year -> microwave  (1.1139%, 81.8182%)
242727854,ge -> microwave  (1.1139%, 100%)
5,drawer -> 295520151  (1.1139%, 100%)
drawer,great -> 295520151  (1.1139%, 100%)
3,nice -> microwave  (1.1139%, 81.8182%)
4,clean -> microwave  (1.1139%, 90%)
4,found -> microwave  (1.1139%, 94.7368%)
4,new -> microwave  (1.1139%, 81.8182%)
5,690479711 -> microwave  (1.1139%, 100%)
5,drawer -> microwave  (1.1139%, 100%)
easy,recommend -> 5  (1.1139%, 81.8182%)
5,etc -> microwave  (1.1139%, 90%)
5,money -> great  (1.1139%, 81.8182%)
kitchen,large -> 5  (1.1139%, 85.7143%)
5,long -> microwave  (1.1139%, 85.7143%)
5,reheat -> microwave  (1.1139%, 100%)
5,say -> microwave  (1.1139%, 90%)
5,seconds -> microwave  (1.1139%, 85.7143%)
5,seems -> microwave  (1.1139%, 81.8182%)
5,year -> microwave  (1.1139%, 90%)
error,samsung -> 544821753  (1.1139%, 94.7368%)
544821753,unit -> microwave  (1.1139%, 100%)
544821753,warranty -> microwave  (1.1139%, 81.8182%)
544821753,new -> samsung  (1.1139%, 81.8182%)
544821753,problem -> samsung  (1.1139%, 85.7143%)
samsung,se -> 544821753  (1.1139%, 90%)
690479711,sharp -> microwave  (1.1139%, 94.7368%)
771401205,size -> microwave  (1.1139%, 90%)
amazon,bought -> microwave  (1.1139%, 85.7143%)
amazon,its -> microwave  (1.1139%, 81.8182%)
amazon,old -> microwave  (1.1139%, 85.7143%)
appliance,cooking -> microwave  (1.1139%, 100%)
appliance,used -> microwave  (1.1139%, 94.7368%)
appliances,buy -> microwave  (1.1139%, 81.8182%)
appliances,food -> microwave  (1.1139%, 94.7368%)
appliances,problem -> microwave  (1.1139%, 94.7368%)
appliances,replace -> microwave  (1.1139%, 85.7143%)
appliances,reviews -> microwave  (1.1139%, 85.7143%)
appliances,service -> microwave  (1.1139%, 90%)
appliances,warranty -> microwave  (1.1139%, 100%)
away,buy -> microwave  (1.1139%, 90%)
calls -> 1  (1.052%, 89.4737%)
repairman -> 1  (1.052%, 85%)
awesome -> 5  (1.052%, 85%)
921964554 -> microwave  (1.052%, 80.9524%)
reports -> consumer  (1.052%, 89.4737%)
cu -> microwave  (1.052%, 94.4444%)
extended -> warranty  (1.052%, 80.9524%)
spacemaker -> ge  (1.052%, 80.9524%)
guess -> microwave  (1.052%, 80.9524%)
inches -> microwave  (1.052%, 89.4737%)
key -> microwave  (1.052%, 85%)
remodel -> kitchen  (1.052%, 89.4737%)
night -> microwave  (1.052%, 85%)
ovens -> microwave  (1.052%, 85%)
recommended -> microwave  (1.052%, 85%)
shipped -> microwave  (1.052%, 85%)
supposed -> microwave  (1.052%, 85%)
tall -> microwave  (1.052%, 94.4444%)
waste -> microwave  (1.052%, 80.9524%)
worse -> microwave  (1.052%, 85%)
921964554 -> 1,microwave  (1.052%, 80.9524%)
1,921964554 -> microwave  (1.052%, 85%)
921964554,microwave -> 1  (1.052%, 100%)
away,buy -> 1  (1.052%, 85%)
bought,brand -> 1  (1.052%, 85%)
bought,products -> 1  (1.052%, 85%)
br,told -> 1  (1.052%, 80.9524%)
buy,piece -> 1  (1.052%, 100%)
buy,problems -> 1  (1.052%, 85%)
called,said -> 1  (1.052%, 85%)
i,told -> 1  (1.052%, 94.4444%)
1,labor -> microwave  (1.052%, 94.4444%)
labor,microwave -> 1  (1.052%, 85%)
1,send -> microwave  (1.052%, 80.9524%)
product,products -> 1  (1.052%, 80.9524%)
purchase,warranty -> 1  (1.052%, 80.9524%)
said,warranty -> 1  (1.052%, 85%)
warranty,worked -> 1  (1.052%, 89.4737%)
109226352,corner -> microwave  (1.052%, 80.9524%)
295520151,easy -> microwave  (1.052%, 94.4444%)
3,br -> microwave  (1.052%, 94.4444%)
3,dont -> microwave  (1.052%, 94.4444%)
3,fine -> microwave  (1.052%, 80.9524%)
4,buy -> microwave  (1.052%, 85%)
4,happy -> microwave  (1.052%, 80.9524%)
4,ive -> microwave  (1.052%, 85%)
4,push -> microwave  (1.052%, 80.9524%)
4,replaced -> microwave  (1.052%, 85%)
4,way -> microwave  (1.052%, 85%)
4,year -> microwave  (1.052%, 94.4444%)
423421857,recommend -> microwave  (1.052%, 80.9524%)
523301568,product -> 5  (1.052%, 89.4737%)
930071734,microwave -> 5  (1.052%, 85%)
dont,love -> 5  (1.052%, 80.9524%)
fit,love -> 5  (1.052%, 80.9524%)
5,going -> microwave  (1.052%, 80.9524%)
highly,recommend -> 5  (1.052%, 89.4737%)
5,home -> microwave  (1.052%, 89.4737%)
5,longer -> microwave  (1.052%, 85%)
5,place -> microwave  (1.052%, 89.4737%)
5,times -> microwave  (1.052%, 85%)
amazon,i -> microwave  (1.052%, 85%)
amazon,im -> microwave  (1.052%, 94.4444%)
amazon,purchase -> microwave  (1.052%, 94.4444%)
appliance,didnt -> microwave  (1.052%, 94.4444%)
appliance,problems -> microwave  (1.052%, 100%)
appliance,take -> microwave  (1.052%, 94.4444%)
appliances,door -> microwave  (1.052%, 89.4737%)
appliances,ge -> microwave  (1.052%, 80.9524%)
appliances,im -> microwave  (1.052%, 89.4737%)
appliances,long -> microwave  (1.052%, 100%)
appliances,microwaves -> microwave  (1.052%, 100%)
appliances,used -> microwave  (1.052%, 94.4444%)
appliances,working -> microwave  (1.052%, 85%)
appliances,year -> microwave  (1.052%, 94.4444%)
away,bought -> microwave  (1.052%, 89.4737%)
away,br -> microwave  (1.052%, 94.4444%)
